schedule,time,history
S05,0,S05
-,1,S05
-,2,S05
-,3,S05
-,4,S05
S06,5,S06
-,6,S06
-,7,S06
-,8,S06
-,9,S06
S07,10,S07
-,11,S07
-,12,S07
-,13,S07
-,14,S07
S03,15,S03
-,16,S03
-,17,S03
-,18,S03
-,19,S03
S05,20,S05
-,21,S05
-,22,S05
-,23,S05
-,24,S05
S06,25,S06
-,26,S06
-,27,S06
-,28,S06
-,29,S06
S07,30,S07
-,31,S07
-,32,S07
-,33,S07
-,34,S07
S03,35,S03
-,36,S03
-,37,S03
-,38,S03
-,39,S03
S05,40,S05
-,41,(FINISH)
